0	20.9294	93.5258	0	31.2278	-1
20	118.427	147.027	103.653	11.2676	-1
40	182.149	215.217	167.132	12.196	-1
60	214.866	235.211	203.303	9.7934	-1
80	234.831	246.787	231.097	2.87176	-1
100	241.445	252.808	236.647	3.54985	-1
